Length,Diameter,Height,Whole_w,Shucked_w,Viscera_w,Shell_w,Rings
0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,Young
0.67,0.5,0.19,1.519,0.616,0.388,0.415,Young
0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,Old
0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,Old
0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,Old
0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,Old
0.7,0.555,0.2,1.858,0.73,0.3665,0.595,Old
0.705,0.56,0.165,1.675,0.797,0.4095,0.388,Young
0.72,0.565,0.2,2.1055,1.017,0.363,0.494,Old
0.725,0.575,0.24,2.21,1.351,0.413,0.5015,Old
0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,Young
0.75,0.55,0.18,1.893,0.942,0.397,0.445,Old
0.21,0.17,0.045,0.0475,0.019,0.011,0.013,Young
0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,Young
0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,Young
0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,Young
0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,Young
0.335,0.255,0.08,0.168,0.079,0.0355,0.05,Young
0.35,0.26,0.075,0.18,0.09,0.0245,0.055,Young
0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,Young
0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,Young
0.36,0.27,0.095,0.2,0.073,0.056,0.061,Young
0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,Young
0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,Young
0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,Young
0.37,0.27,0.095,0.2175,0.097,0.046,0.065,Young
0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,Young
0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,Young
0.38,0.29,0.1,0.237,0.108,0.0395,0.082,Young
0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,Young
0.385,0.28,0.095,0.257,0.119,0.059,0.07,Young
0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,Young
0.39,0.3,0.09,0.252,0.1065,0.053,0.08,Young
0.39,0.285,0.1,0.281,0.1275,0.062,0.077,Young
0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,Young
0.41,0.3,0.09,0.304,0.129,0.071,0.0955,Young
0.41,0.3,0.09,0.28,0.141,0.0575,0.075,Young
0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,Young
0.425,0.325,0.11,0.317,0.135,0.048,0.09,Young
0.425,0.315,0.08,0.303,0.131,0.0585,0.095,Young
0.435,0.335,0.1,0.3295,0.129,0.07,0.11,Young
0.435,0.325,0.11,0.367,0.1595,0.08,0.105,Young
0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,Young
0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,Young
0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,Young
0.46,0.35,0.11,0.4,0.176,0.083,0.1205,Young
0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,Young
0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,Young
0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,Young
0.47,0.355,0.125,0.499,0.21,0.0985,0.155,Young
0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,Young
0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,Young
0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,Young
0.48,0.37,0.125,0.474,0.179,0.1035,0.175,Young
0.48,0.37,0.12,0.536,0.251,0.114,0.15,Young
0.48,0.355,0.16,0.464,0.221,0.106,0.239,Young
0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,Young
0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,Young
0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,Young
0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,Young
0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,Young
0.5,0.4,0.12,0.616,0.261,0.143,0.1935,Young
0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,Young
0.5,0.375,0.14,0.559,0.2375,0.135,0.169,Young
0.51,0.395,0.13,0.6025,0.281,0.143,0.162,Young
0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,Young
0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,Young
0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,Young
0.515,0.395,0.125,0.6635,0.32,0.14,0.17,Young
0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,Young
0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,Young
0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,Young
0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,Young
0.525,0.39,0.12,0.664,0.3115,0.147,0.178,Young
0.525,0.38,0.135,0.615,0.261,0.159,0.175,Young
0.525,0.4,0.14,0.654,0.305,0.16,0.169,Young
0.525,0.4,0.155,0.707,0.282,0.1605,0.225,Young
0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,Young
0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,Young
0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,Young
0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,Old
0.535,0.4,0.13,0.657,0.2835,0.162,0.175,Young
0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,Young
0.54,0.425,0.14,0.742,0.32,0.1395,0.25,Young
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,Young
0.54,0.455,0.14,0.972,0.419,0.255,0.269,Young
0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,Young
0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,Young
0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,Young
0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,Young
0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,Young
0.545,0.42,0.125,0.717,0.358,0.112,0.22,Young
0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,Young
0.55,0.425,0.15,0.639,0.269,0.1345,0.217,Young
0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,Old
0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,Young
0.55,0.425,0.15,0.7665,0.339,0.176,0.21,Young
0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,Young
0.555,0.435,0.14,0.765,0.3945,0.15,0.206,Young
0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,Old
0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,Young
0.56,0.44,0.13,0.7235,0.349,0.149,0.2,Young
0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,Young
0.565,0.42,0.155,0.743,0.31,0.186,0.231,Young
0.565,0.44,0.15,0.863,0.435,0.149,0.27,Young
0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,Young
0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,Young
0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,Young
0.57,0.45,0.14,0.795,0.3385,0.148,0.245,Young
0.57,0.435,0.17,0.848,0.4,0.166,0.25,Young
0.57,0.43,0.145,0.833,0.354,0.144,0.2815,Young
0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,Young
0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,Old
0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,Young
0.575,0.425,0.135,0.7965,0.364,0.196,0.239,Young
0.575,0.47,0.155,1.116,0.509,0.238,0.34,Young
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,Young
0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,Young
0.575,0.465,0.195,0.9965,0.417,0.247,0.47,Young
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,Young
0.575,0.45,0.135,0.807,0.3615,0.176,0.254,Young
0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,Young
0.575,0.445,0.16,0.839,0.4005,0.198,0.239,Young
0.575,0.44,0.16,0.9615,0.483,0.166,0.275,Old
0.58,0.435,0.15,0.834,0.428,0.1515,0.23,Young
0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,Young
0.58,0.43,0.13,0.798,0.365,0.173,0.2285,Young
0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,Young
0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,Young
0.59,0.49,0.165,1.207,0.559,0.235,0.309,Young
0.59,0.45,0.145,1.022,0.428,0.268,0.265,Young
0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,Old
0.595,0.435,0.15,0.9,0.4175,0.17,0.265,Young
0.595,0.45,0.14,0.838,0.3965,0.194,0.217,Young
0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,Young
0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,Young
0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,Young
0.6,0.475,0.15,1.13,0.575,0.196,0.305,Young
0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,Young
0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,Young
0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,Young
0.6,0.47,0.165,1.059,0.504,0.241,0.275,Young
0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,Young
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,Young
0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,Young
0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,Young
0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,Young
0.605,0.47,0.155,0.974,0.393,0.224,0.3345,Young
0.605,0.505,0.18,1.434,0.7285,0.264,0.431,Old
0.61,0.475,0.155,0.983,0.4565,0.228,0.266,Young
0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,Young
0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,Old
0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,Young
0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,Young
0.61,0.465,0.125,0.9225,0.436,0.19,0.26,Young
0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,Young
0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,Young
0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,Young
0.615,0.475,0.175,1.224,0.6035,0.261,0.311,Young
0.62,0.485,0.18,1.154,0.4935,0.256,0.315,Old
0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,Old
0.62,0.515,0.175,1.221,0.535,0.241,0.395,Old
0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,Old
0.62,0.49,0.16,1.066,0.446,0.246,0.305,Old
0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,Old
0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,Young
0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,Young
0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,Old
0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,Young
0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,Old
0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,Young
0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,Young
0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,Old
0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,Young
0.625,0.485,0.15,1.044,0.438,0.2865,0.278,Young
0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,Young
0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,Young
0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,Old
0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,Young
0.63,0.495,0.175,1.2695,0.605,0.271,0.328,Old
0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,Old
0.635,0.5,0.17,1.4345,0.611,0.309,0.418,Old
0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,Young
0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,Young
0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,Young
0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,Young
0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,Old
0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,Young
0.645,0.5,0.175,1.286,0.5645,0.288,0.386,Old
0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,Old
0.645,0.51,0.19,1.4745,0.605,0.345,0.48,Young
0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,Young
0.645,0.51,0.16,1.33,0.6665,0.309,0.317,Young
0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,Young
0.645,0.5,0.175,1.3375,0.554,0.308,0.415,Young
0.645,0.51,0.19,1.363,0.573,0.362,0.36,Young
0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,Young
0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,Old
0.65,0.495,0.155,1.337,0.615,0.3195,0.335,Young
0.65,0.505,0.19,1.274,0.59,0.23,0.391,Old
0.65,0.525,0.185,1.488,0.665,0.337,0.378,Old
0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,Young
0.655,0.55,0.18,1.274,0.586,0.281,0.365,Young
0.655,0.51,0.15,1.043,0.4795,0.223,0.305,Young
0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,Old
0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,Old
0.66,0.5,0.165,1.3195,0.667,0.269,0.341,Young
0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,Old
0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,Young
0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,Old
0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,Old
0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,Old
0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,Old
0.665,0.52,0.175,1.3725,0.606,0.32,0.395,Old
0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,Young
0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,Old
0.67,0.52,0.165,1.39,0.711,0.2865,0.3,Old
0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,Old
0.67,0.55,0.155,1.566,0.858,0.339,0.354,Young
0.67,0.54,0.195,1.619,0.74,0.3305,0.465,Old
0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,Old
0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,Young
0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,Young
0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,Old
0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,Old
0.685,0.565,0.175,1.638,0.7775,0.375,0.438,Old
0.69,0.55,0.2,1.569,0.687,0.3675,0.46,Old
0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,Young
0.7,0.535,0.175,1.773,0.6805,0.48,0.512,Old
0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,Old
0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,Old
0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,Old
0.71,0.54,0.205,1.5805,0.802,0.287,0.435,Young
0.71,0.56,0.22,2.015,0.9215,0.454,0.566,Old
0.72,0.57,0.2,1.8275,0.919,0.366,0.485,Young
0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,Old
0.72,0.525,0.18,1.445,0.631,0.3215,0.435,Young
0.725,0.565,0.21,2.1425,1.03,0.487,0.503,Old
0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,Old
0.735,0.59,0.215,1.747,0.7275,0.403,0.557,Old
0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,Old
0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,Old
0.75,0.595,0.205,2.2205,1.083,0.421,0.63,Old
0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,Old
0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,Old
0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,Young
0.375,0.245,0.1,0.394,0.166,0.091,0.1125,Young
0.375,0.27,0.135,0.597,0.272,0.131,0.1675,Young
0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,Young
0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,Young
0.445,0.32,0.12,0.414,0.199,0.09,0.117,Young
0.455,0.335,0.105,0.422,0.229,0.0865,0.1,Young
0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,Young
0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,Young
0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,Young
0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,Young
0.485,0.365,0.105,0.5205,0.195,0.123,0.182,Young
0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,Young
0.485,0.345,0.16,0.869,0.3085,0.185,0.319,Young
0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,Young
0.5,0.37,0.15,1.0615,0.494,0.223,0.296,Young
0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,Young
0.515,0.395,0.135,1.007,0.472,0.2495,0.252,Young
0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,Young
0.525,0.38,0.125,0.65,0.303,0.155,0.159,Young
0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,Young
0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,Young
0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,Young
0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,Young
0.545,0.415,0.2,1.358,0.567,0.318,0.403,Young
0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,Young
0.55,0.38,0.165,1.205,0.543,0.294,0.3345,Young
0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,Young
0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,Young
0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,Young
0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,Young
0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,Young
0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,Young
0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,Young
0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,Old
0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,Young
0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,Young
0.605,0.475,0.15,1.15,0.575,0.232,0.297,Young
0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,Old
0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,Young
0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,Young
0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,Young
0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,Old
0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,Old
0.635,0.475,0.15,1.1845,0.533,0.307,0.291,Young
0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,Young
0.645,0.5,0.16,1.3815,0.672,0.326,0.315,Young
0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,Old
0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,Young
0.655,0.52,0.2,1.5475,0.713,0.314,0.466,Young
0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,Young
0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,Old
0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,Young
0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,Young
0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,Young
0.695,0.53,0.19,1.726,0.7625,0.436,0.455,Old
0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,Old
0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,Young
0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,Old
0.73,0.575,0.21,2.069,0.9285,0.409,0.643,Old
0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,Young
0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,Young
0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,Young
0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,Young
0.35,0.265,0.08,0.2,0.09,0.042,0.06,Young
0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,Young
0.365,0.275,0.085,0.223,0.098,0.0375,0.075,Young
0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,Young
0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,Young
0.405,0.3,0.09,0.269,0.103,0.067,0.11,Young
0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,Young
0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,Young
0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,Young
0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,Young
0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,Young
0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,Old
0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,Young
0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,Young
0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,Young
0.435,0.33,0.105,0.335,0.156,0.0555,0.105,Young
0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,Young
0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,Young
0.465,0.37,0.11,0.445,0.1635,0.096,0.166,Young
0.47,0.375,0.12,0.487,0.196,0.099,0.135,Young
0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,Young
0.485,0.385,0.13,0.568,0.2505,0.178,0.154,Young
0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,Young
0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,Young
0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,Young
0.495,0.38,0.145,0.5,0.205,0.148,0.1505,Young
0.495,0.375,0.14,0.494,0.181,0.0975,0.191,Young
0.5,0.38,0.11,0.5605,0.28,0.106,0.15,Young
0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,Old
0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,Young
0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,Young
0.515,0.415,0.135,0.7125,0.285,0.152,0.245,Young
0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,Young
0.515,0.385,0.11,0.5785,0.253,0.16,0.14,Young
0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,Young
0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,Young
0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,Young
0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,Young
0.52,0.385,0.115,0.581,0.2555,0.156,0.143,Young
0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,Young
0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,Young
0.525,0.4,0.145,0.6095,0.248,0.159,0.175,Young
0.53,0.43,0.14,0.677,0.298,0.0965,0.23,Young
0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,Young
0.53,0.395,0.13,0.575,0.247,0.115,0.183,Young
0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,Young
0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,Young
0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,Young
0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,Young
0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,Young
0.545,0.425,0.14,0.8145,0.305,0.231,0.244,Young
0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,Young
0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,Young
0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,Young
0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,Young
0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,Young
0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,Young
0.555,0.45,0.175,0.738,0.304,0.1755,0.22,Young
0.555,0.455,0.135,0.837,0.382,0.171,0.235,Young
0.56,0.445,0.165,0.832,0.3455,0.179,0.279,Young
0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,Old
0.565,0.415,0.125,0.667,0.302,0.1545,0.185,Young
0.565,0.455,0.155,0.9355,0.421,0.183,0.26,Old
0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,Young
0.565,0.45,0.16,0.895,0.415,0.195,0.246,Young
0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,Young
0.57,0.46,0.155,1.0005,0.454,0.205,0.265,Old
