Length,Diameter,Height,Whole_w,Shucked_w,Viscera_w,Shell_w,Rings
0.55,0.42,0.13,0.636,0.294,0.144,0.1755,Young
0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,Young
0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,Young
0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,Young
0.57,0.45,0.18,0.908,0.4015,0.217,0.255,Young
0.57,0.45,0.135,1.02,0.546,0.204,0.25,Young
0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,Young
0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,Young
0.58,0.455,0.13,0.852,0.41,0.1725,0.225,Young
0.585,0.45,0.15,0.938,0.467,0.203,0.225,Young
0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,Young
0.59,0.47,0.15,0.861,0.413,0.164,0.249,Young
0.59,0.46,0.14,1.004,0.496,0.2165,0.26,Young
0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,Young
0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,Young
0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,Young
0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,Young
0.6,0.49,0.21,1.9875,1.005,0.419,0.491,Young
0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,Young
0.615,0.475,0.17,1.055,0.543,0.246,0.2345,Young
0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,Young
0.615,0.47,0.155,1.084,0.5885,0.209,0.246,Young
0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,Young
0.62,0.49,0.155,1.1,0.505,0.2475,0.31,Young
0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,Young
0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,Old
0.625,0.49,0.155,1.115,0.484,0.277,0.3095,Young
0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,Young
0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,Old
0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,Young
0.63,0.465,0.15,1.027,0.537,0.188,0.176,Young
0.645,0.515,0.16,1.1845,0.506,0.311,0.335,Young
0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,Young
0.645,0.52,0.18,1.285,0.5775,0.352,0.317,Young
0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,Young
0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,Young
0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,Young
0.65,0.51,0.155,1.407,0.7215,0.298,0.335,Young
0.65,0.49,0.155,1.122,0.545,0.228,0.3055,Young
0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,Young
0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,Young
0.67,0.5,0.2,1.269,0.576,0.2985,0.351,Old
0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,Old
0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,Old
0.68,0.52,0.165,1.4775,0.724,0.279,0.406,Old
0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,Old
0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,Young
0.7,0.55,0.2,1.523,0.693,0.306,0.4405,Old
0.725,0.53,0.19,1.7315,0.83,0.398,0.405,Old
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,Young
0.735,0.57,0.175,1.88,0.9095,0.387,0.488,Old
0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,Old
0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,Old
0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,Young
0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,Young
0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,Young
0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,Young
0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,Young
0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,Young
0.345,0.255,0.095,0.183,0.075,0.0385,0.06,Young
0.355,0.255,0.08,0.187,0.078,0.0505,0.058,Young
0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,Young
0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,Young
0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,Young
0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,Young
0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,Young
0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,Young
0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,Young
0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,Young
0.405,0.305,0.1,0.271,0.0965,0.061,0.091,Young
0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,Young
0.405,0.305,0.1,0.268,0.1145,0.053,0.085,Young
0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,Young
0.41,0.315,0.1,0.3,0.124,0.0575,0.1,Young
0.41,0.325,0.11,0.326,0.1325,0.075,0.101,Young
0.415,0.335,0.1,0.358,0.169,0.067,0.105,Young
0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,Young
0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,Young
0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,Young
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,Young
0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,Young
0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,Young
0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,Young
0.46,0.35,0.1,0.471,0.252,0.077,0.123,Young
0.46,0.345,0.105,0.415,0.187,0.087,0.11,Young
0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,Young
0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,Old
0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,Young
0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,Young
0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,Young
0.505,0.385,0.125,0.596,0.245,0.097,0.21,Young
0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,Young
0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,Young
0.515,0.395,0.135,0.516,0.2015,0.132,0.162,Young
0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,Young
0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,Young
0.525,0.385,0.13,0.607,0.2355,0.125,0.195,Young
0.525,0.415,0.15,0.7055,0.329,0.147,0.199,Young
0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,Young
0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,Young
0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,Young
0.545,0.44,0.15,0.9475,0.366,0.239,0.275,Young
0.55,0.43,0.145,0.712,0.3025,0.152,0.225,Young
0.55,0.425,0.145,0.89,0.4325,0.171,0.236,Young
0.55,0.42,0.155,0.912,0.495,0.1805,0.205,Young
0.55,0.425,0.135,0.656,0.257,0.17,0.203,Young
0.55,0.465,0.15,0.936,0.481,0.174,0.2435,Young
0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,Old
0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,Young
0.56,0.44,0.14,0.825,0.402,0.139,0.245,Young
0.56,0.435,0.135,0.72,0.329,0.103,0.251,Old
0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,Old
0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,Young
0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,Young
0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,Young
0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,Old
0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,Young
0.585,0.46,0.145,0.8465,0.339,0.167,0.295,Young
0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,Young
0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,Young
0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,Young
0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,Young
0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,Young
0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,Young
0.6,0.48,0.09,1.05,0.457,0.2685,0.28,Young
0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,Old
0.6,0.45,0.145,0.877,0.4325,0.155,0.24,Young
0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,Young
0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,Young
0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,Old
0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,Young
0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,Young
0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,Young
0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,Young
0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,Young
0.63,0.505,0.175,1.221,0.555,0.252,0.34,Old
0.63,0.475,0.155,1.0005,0.452,0.252,0.265,Young
0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,Old
0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,Young
0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,Old
0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,Young
0.64,0.495,0.17,1.139,0.5395,0.282,0.285,Young
0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,Old
0.64,0.515,0.08,1.042,0.515,0.1755,0.175,Young
0.65,0.52,0.155,1.368,0.6185,0.288,0.365,Young
0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,Old
0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,Young
0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,Old
0.675,0.525,0.17,1.711,0.8365,0.352,0.475,Young
0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,Old
0.705,0.54,0.205,1.757,0.8265,0.417,0.461,Young
0.71,0.565,0.2,1.601,0.706,0.321,0.45,Old
0.72,0.55,0.205,2.165,1.1055,0.525,0.404,Young
0.725,0.57,0.19,2.3305,1.253,0.541,0.52,Young
0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,Young
0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,Young
0.275,0.2,0.055,0.0925,0.038,0.021,0.026,Young
0.32,0.235,0.09,0.183,0.098,0.0335,0.042,Young
0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,Young
0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,Young
0.36,0.27,0.09,0.232,0.12,0.0435,0.056,Young
0.375,0.265,0.095,0.196,0.085,0.042,0.0585,Young
0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,Young
0.39,0.29,0.09,0.2625,0.117,0.054,0.077,Young
0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,Young
0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,Young
0.46,0.365,0.115,0.511,0.2365,0.118,0.123,Young
0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,Young
0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,Young
0.5,0.375,0.12,0.529,0.2235,0.123,0.16,Young
0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,Young
0.52,0.395,0.145,0.77,0.424,0.142,0.1895,Young
0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,Young
0.535,0.405,0.14,0.818,0.402,0.1715,0.189,Young
0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,Young
0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,Young
0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,Young
0.57,0.42,0.14,0.8745,0.416,0.165,0.25,Young
0.58,0.445,0.16,0.984,0.49,0.201,0.27,Young
0.58,0.445,0.135,0.95,0.484,0.182,0.2325,Young
0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,Young
0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,Young
0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,Young
0.595,0.435,0.16,1.057,0.4255,0.224,0.31,Young
0.6,0.475,0.175,1.11,0.5105,0.256,0.285,Young
0.6,0.45,0.16,1.142,0.539,0.225,0.307,Young
0.605,0.475,0.19,1.1255,0.59,0.247,0.26,Young
0.62,0.48,0.17,1.1045,0.535,0.25,0.287,Young
0.625,0.475,0.175,1.3405,0.656,0.283,0.337,Young
0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,Young
0.625,0.485,0.16,1.254,0.591,0.259,0.3485,Young
0.63,0.49,0.165,1.2005,0.575,0.273,0.294,Young
0.63,0.485,0.16,1.243,0.623,0.275,0.3,Young
0.635,0.51,0.185,1.286,0.526,0.295,0.4105,Old
0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,Young
0.645,0.49,0.16,1.144,0.5015,0.289,0.319,Young
0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,Old
0.655,0.515,0.155,1.309,0.524,0.346,0.385,Old
0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,Old
0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,Old
0.695,0.54,0.195,1.691,0.768,0.363,0.4755,Old
0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,Old
0.72,0.55,0.18,1.52,0.637,0.325,0.435,Young
0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,Old
0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,Young
0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,Old
0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,Young
0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,Young
0.32,0.205,0.08,0.181,0.088,0.034,0.0495,Young
0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,Young
0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,Young
0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,Young
0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,Young
0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,Young
0.4,0.315,0.09,0.3245,0.151,0.073,0.088,Young
0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,Young
0.425,0.34,0.1,0.371,0.15,0.0865,0.115,Young
0.435,0.335,0.095,0.298,0.109,0.058,0.115,Young
0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,Young
0.46,0.36,0.14,0.447,0.161,0.087,0.16,Young
0.465,0.35,0.11,0.4085,0.165,0.102,0.131,Young
0.47,0.385,0.13,0.587,0.264,0.117,0.174,Young
0.475,0.375,0.11,0.494,0.211,0.109,0.1545,Young
0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,Young
0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,Young
0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,Young
0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,Young
0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,Young
0.505,0.365,0.115,0.521,0.25,0.096,0.15,Young
0.51,0.4,0.145,0.5775,0.231,0.143,0.177,Young
0.51,0.4,0.125,0.5935,0.239,0.13,0.204,Young
0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,Young
0.52,0.465,0.15,0.9505,0.456,0.199,0.255,Young
0.53,0.38,0.125,0.616,0.292,0.113,0.185,Young
0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,Young
0.535,0.445,0.125,0.8725,0.417,0.199,0.24,Young
0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,Old
0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,Young
0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,Young
0.545,0.43,0.15,0.742,0.3525,0.158,0.208,Young
0.55,0.435,0.165,0.804,0.34,0.194,0.244,Young
0.55,0.425,0.13,0.664,0.2695,0.163,0.21,Young
0.55,0.435,0.14,0.745,0.347,0.174,0.2265,Young
0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,Young
0.56,0.435,0.13,0.777,0.354,0.173,0.222,Young
0.575,0.425,0.15,0.8765,0.455,0.18,0.228,Young
0.575,0.455,0.16,0.9895,0.495,0.195,0.246,Young
0.575,0.45,0.165,0.9655,0.498,0.19,0.23,Young
0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,Young
0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,Young
0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,Young
0.58,0.45,0.15,0.92,0.393,0.212,0.2895,Young
0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,Old
0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,Old
0.585,0.45,0.135,0.855,0.3795,0.187,0.26,Young
0.59,0.5,0.15,1.142,0.485,0.265,0.345,Young
0.59,0.46,0.125,0.755,0.334,0.15,0.238,Young
0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,Young
0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,Young
0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,Young
0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,Young
0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,Young
0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,Young
0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,Young
0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,Old
0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,Old
0.605,0.49,0.18,1.167,0.457,0.29,0.3745,Young
0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,Young
0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,Old
0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,Old
0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,Old
0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,Old
0.615,0.475,0.175,1.194,0.559,0.259,0.3165,Old
0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,Young
0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,Young
0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,Young
0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,Young
0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,Young
0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,Old
0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,Young
0.625,0.5,0.16,1.217,0.5725,0.207,0.355,Old
0.625,0.49,0.145,0.92,0.437,0.1735,0.28,Young
0.625,0.49,0.12,0.8765,0.456,0.18,0.233,Young
0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,Young
0.63,0.53,0.18,1.2795,0.618,0.256,0.315,Young
0.63,0.485,0.185,1.167,0.548,0.2485,0.34,Young
0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,Young
0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,Old
0.635,0.52,0.175,1.292,0.6,0.269,0.367,Old
0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,Young
0.635,0.5,0.19,1.29,0.593,0.3045,0.352,Young
0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,Old
0.64,0.505,0.18,1.297,0.59,0.3125,0.363,Old
0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,Old
0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,Old
0.645,0.52,0.17,1.197,0.526,0.2925,0.317,Old
0.645,0.495,0.19,1.539,0.6115,0.408,0.445,Old
0.65,0.52,0.195,1.676,0.693,0.44,0.47,Old
0.65,0.565,0.2,1.6645,0.753,0.367,0.43,Old
0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,Old
0.655,0.515,0.2,1.494,0.7255,0.309,0.405,Old
0.66,0.525,0.16,1.277,0.4975,0.319,0.394,Old
0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,Young
0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,Young
0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,Young
0.67,0.525,0.19,1.527,0.5755,0.353,0.44,Old
0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,Young
0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,Young
0.67,0.54,0.175,1.482,0.739,0.2925,0.365,Young
0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,Old
0.68,0.505,0.17,1.3435,0.657,0.297,0.355,Old
0.685,0.505,0.19,1.533,0.667,0.4055,0.41,Young
0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,Old
0.715,0.55,0.175,1.825,0.938,0.3805,0.44,Old
0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,Old
0.735,0.59,0.205,2.087,0.909,0.474,0.625,Old
0.745,0.575,0.2,1.884,0.954,0.336,0.495,Old
0.32,0.215,0.095,0.305,0.14,0.067,0.0885,Young
0.43,0.345,0.115,0.4295,0.212,0.108,0.109,Young
0.43,0.33,0.1,0.449,0.254,0.0825,0.097,Young
0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,Young
0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,Young
0.5,0.37,0.115,0.5745,0.306,0.112,0.141,Young
0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,Young
0.51,0.37,0.21,1.183,0.508,0.292,0.343,Young
0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,Young
0.535,0.4,0.15,1.224,0.618,0.275,0.2875,Young
0.535,0.4,0.135,0.775,0.368,0.208,0.2055,Young
0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,Old
0.555,0.405,0.19,1.406,0.6115,0.342,0.389,Young
0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,Young
0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,Young
0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,Young
0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,Young
0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,Young
0.595,0.43,0.21,1.5245,0.653,0.396,0.41,Old
0.61,0.475,0.175,1.024,0.409,0.261,0.322,Young
0.61,0.485,0.17,1.281,0.597,0.3035,0.33,Young
0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,Young
0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,Young
0.635,0.51,0.17,1.2235,0.532,0.271,0.354,Young
0.635,0.525,0.18,1.3695,0.634,0.318,0.363,Old
0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,Young
0.64,0.495,0.165,1.307,0.678,0.292,0.266,Old
0.645,0.505,0.185,1.463,0.592,0.3905,0.416,Young
0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,Young
0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,Old
0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,Old
0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,Old
0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,Old
0.75,0.615,0.205,2.2635,0.821,0.423,0.726,Old
0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,Young
0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,Young
0.375,0.285,0.09,0.237,0.106,0.0395,0.08,Young
0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,Young
0.39,0.28,0.09,0.215,0.0845,0.034,0.079,Young
0.395,0.3,0.09,0.253,0.1155,0.05,0.075,Young
0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,Young
0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,Young
0.435,0.325,0.105,0.335,0.136,0.065,0.115,Young
0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,Young
0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,Young
0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,Young
0.455,0.355,0.105,0.372,0.138,0.0765,0.135,Young
0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,Young
0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,Young
0.475,0.375,0.11,0.456,0.182,0.099,0.16,Young
0.495,0.33,0.1,0.44,0.177,0.095,0.15,Young
0.495,0.375,0.115,0.507,0.241,0.103,0.15,Young
0.5,0.38,0.135,0.5285,0.226,0.123,0.209,Young
0.515,0.385,0.125,0.572,0.237,0.1435,0.165,Young
0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,Old
0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,Old
0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,Young
0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,Young
0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,Young
0.54,0.42,0.19,0.6855,0.293,0.163,0.38,Young
